experiment,aggregation,alpha,seed,mu,dataset,num_clients,num_rounds,final_round,num_clients_reporting,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,acc_mean,acc_std
dsedge-iiotset-nightly_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-nightly,krum,1.0,42,0.0,edge-iiotset-nightly,6,20,20,6,0.6928615621987503,0.04959214594045625,0.6299007272909293,0.7719463759582331,0.9638304057140484,0.0038223120984346745
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.1_cf1.0_le1_idx13_seed50,unknown,0.05,50,0.1,edge-iiotset-nightly,6,15,15,6,0.38452450739043276,0.0634463968329706,0.3142335248661885,0.4874258856774184,0.987275011655957,0.019666011668771792
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed42,unknown,0.2,42,0.05,edge-iiotset-nightly,6,15,15,6,0.5640221988581026,0.05061976426398607,0.5035836064717271,0.6547729418517672,0.9697567619798793,0.04203430481273462
dsedge-iiotset-nightly_comp_bulyan_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx10_seed47,bulyan,0.2,47,0.0,edge-iiotset-nightly,6,15,15,6,0.6542373320739503,0.03454275451487626,0.5976746228169133,0.7040910397773131,0.9746684239318906,0.026496146316417456
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx8_seed50,unknown,0.05,50,0.05,edge-iiotset-nightly,6,15,15,6,0.4120998402178607,0.05954376062860779,0.3233908140356429,0.5013010147866532,0.9879959823924135,0.02012592440229738
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.01_seed45,unknown,0.2,45,0.01,edge-iiotset-nightly,6,15,15,6,0.6577087065044375,0.03618049288645623,0.6247482291967593,0.7271690309819341,0.9757433438892278,0.0497365508508028
dsedge-iiotset-nightly_comp_bulyan_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx7_seed49,bulyan,0.1,49,0.0,edge-iiotset-nightly,6,15,15,6,0.6530859266872475,0.044950645029499296,0.5936446407512398,0.7104241393527108,0.973508626824525,0.03958893451172307
dsedge-iiotset-nightly_comp_fedavg_alpha0.1_adv0_dp0_pers0_mu0.0_seed43,fedavg,0.1,43,0.0,edge-iiotset-nightly,6,15,15,6,0.5567470888488709,0.06575582417698907,0.44682662356950315,0.6431389690738645,0.9692939461488518,0.03271665735381212
dsedge-iiotset-nightly_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed43,median,1.0,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6805865454253879,0.035376651198067564,0.6169718215585729,0.7127189281831579,0.9633217059092231,0.0028376848391349673
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx24_seed51,unknown,0.1,51,0.05,edge-iiotset-nightly,6,15,15,6,0.40239181241083455,0.06218193400169346,0.29076758477863446,0.469757489641635,0.9820598018433789,0.025100305630384085
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.05_seed42,unknown,0.1,42,0.05,edge-iiotset-nightly,6,15,15,6,0.5151614168743288,0.0774301032832311,0.3994095813870533,0.6066748106314263,0.9773472009562737,0.03341936386416467
dsedge-iiotset-nightly_comp_bulyan_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx11_seed48,bulyan,0.2,48,0.0,edge-iiotset-nightly,6,15,15,6,0.6289971394887492,0.037747772745661254,0.5798340427028263,0.6887365127030004,0.977904338883701,0.030982462367476597
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed42,unknown,1.0,42,0.1,edge-iiotset-nightly,6,15,15,6,0.5793610986832137,0.041143545391620726,0.5202882508832699,0.6439396891655561,0.9568996514494217,0.020926650550093233
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx35_seed47,unknown,0.2,47,0.05,edge-iiotset-nightly,6,15,15,6,0.5081105243946962,0.06250489586737117,0.43759972249922,0.5917143648906398,0.9693410751059989,0.030288638002947798
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.05_seed46,unknown,1.0,46,0.05,edge-iiotset-nightly,6,15,15,6,0.6066912106691439,0.02487908902348364,0.5774382182489088,0.6499513569265164,0.973360460526893,0.018663866341511196
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx5_seed47,unknown,0.05,47,0.05,edge-iiotset-nightly,6,15,15,6,0.4129601183055946,0.03913568766001999,0.3540566775003941,0.4609927740101575,0.9691350325574712,0.04479145634241933
dsedge-iiotset-nightly_comp_bulyan_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx54_seed46,bulyan,0.05,46,0.0,edge-iiotset-nightly,6,15,15,6,0.5902901072235904,0.08420515573931771,0.47792922711562014,0.676423083259319,0.9541990899384784,0.06000564716340307
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed45,unknown,1.0,45,0.01,edge-iiotset-nightly,6,15,15,6,0.6550532856067796,0.031272944712940405,0.5958017793180077,0.6851657199830985,0.9714776924372635,0.017686623808675306
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers0_mu0.0_seed45,fedavg,0.5,45,0.0,edge-iiotset-nightly,6,15,15,6,0.642716703943548,0.03901931828513165,0.596377397038968,0.7089340060509467,0.9689918354983277,0.04311880551395728
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed48_datasetedge-iiotset-nightly,fedavg,1.0,48,0.0,edge-iiotset-nightly,6,20,20,6,0.7179249519735098,0.02570231202787035,0.6822506486043718,0.7514088403395519,0.9649384867533869,0.002737306194035654
dsedge-iiotset-nightly_p0b1bacd1_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed47_datasetedge-iiotset-nightly,krum,1.0,47,0.0,edge-iiotset-nightly,6,20,20,6,0.706624949180278,0.03798385010002709,0.655613941222659,0.7494180380572811,0.9655816269372004,0.002718086824214846
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.01_seed44,unknown,0.1,44,0.01,edge-iiotset-nightly,6,15,15,6,0.5576443447591876,0.09094967220463995,0.3921947072132291,0.6607419695062142,0.9842953565228688,0.013183230270404297
dsedge-iiotset-nightly_comp_bulyan_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx58_seed45,bulyan,0.1,45,0.0,edge-iiotset-nightly,6,15,15,6,0.6213041761118752,0.04788811865807105,0.547353713161473,0.6889013612417804,0.9716510083578263,0.0641117182853558
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.1_seed43,unknown,,43,0.1,edge-iiotset-nightly,6,15,15,6,0.5881634148719298,0.011088917184489282,0.5712795830552807,0.6034806931102008,0.9630933100784851,0.0029034651896571824
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed45,unknown,1.0,45,0.1,edge-iiotset-nightly,6,15,15,6,0.5703338289471493,0.014718630050405695,0.5496594598493608,0.5871635111441489,0.9649108171829941,0.020775395406541965
dsedge-iiotset-nightly_p0b1bacd1_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-nightly,krum,1.0,43,0.0,edge-iiotset-nightly,6,20,20,6,0.6850851745337995,0.025317341093818984,0.6568067479778059,0.72411302443394,0.9629675732868612,0.003691587135454508
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.05_seed45,unknown,0.5,45,0.05,edge-iiotset-nightly,6,15,1,5,0.2972884024598907,0.09976430667356574,0.126114753221746,0.37219493072754833,0.9235021133940479,0.05584223477944266
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.01_seed46,unknown,0.2,46,0.01,edge-iiotset-nightly,6,15,15,6,0.6266838804298028,0.06296110750402956,0.5088492542949993,0.6743296248032865,0.9634235912209245,0.03256386990607674
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.05_seed45,unknown,1.0,45,0.05,edge-iiotset-nightly,6,15,15,6,0.5809833312092761,0.012095897730321319,0.5572130866764958,0.5898106041707627,0.9668695480662525,0.022162596451117726
dsedge-iiotset-nightly_comp_bulyan_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx59_seed46,bulyan,0.1,46,0.0,edge-iiotset-nightly,6,15,15,6,0.5706972675781775,0.047497792940758024,0.5059790482747349,0.6267133406430347,0.9839730392621877,0.01812271210887414
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.1_cf1.0_le1_idx29_seed51,unknown,0.1,51,0.1,edge-iiotset-nightly,6,15,15,6,0.3746548725753617,0.05173568991034273,0.29738992591881075,0.4584223645991248,0.9809452146279827,0.024811715026944906
dsedge-iiotset-nightly_comp_bulyan_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx56_seed43,bulyan,0.1,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6013938308625446,0.04386896024126953,0.5633344379650012,0.68608238000588,0.9585791480277264,0.04815954635040646
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers3_mu0.0_seed45,fedavg,1.0,45,0.0,edge-iiotset-nightly,12,15,15,12,0.6786850670521223,0.02620789575433861,0.6184691390735749,0.7084348638261991,0.9643702504048836,0.00348822723308833
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.01_seed43,unknown,0.1,43,0.01,edge-iiotset-nightly,6,15,15,6,0.5209263927627077,0.10379867320357777,0.3659827866450093,0.6721241159696231,0.9726417444866571,0.030788133464914717
dsedge-iiotset-nightly_comp_bulyan_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx64_seed46,bulyan,0.2,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6446885850493582,0.0473215089557314,0.5800652338024576,0.7035644289691682,0.9627784207140286,0.03434984674212792
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed46,fedavg,1.0,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6666384767770211,0.021612265933630977,0.6354217263648033,0.6957280186251237,0.9743929184690439,0.016655534112974844
dsedge-iiotset-nightly_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-nightly,median,1.0,44,0.0,edge-iiotset-nightly,6,20,20,6,0.6925253883583357,0.020683497167304936,0.6693542428318171,0.724762610535474,0.9666749719696026,0.0008169227014204546
dsedge-iiotset-nightly_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-nightly,bulyan,1.0,43,0.0,edge-iiotset-nightly,6,20,20,6,0.6940886599885983,0.0400329769228699,0.6319040319398445,0.7340966595854029,0.9652942153565052,0.0007804057475224041
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx15_seed47,unknown,0.1,47,0.0,edge-iiotset-nightly,6,15,15,6,0.5855656875391797,0.060821601012138266,0.5095679102489297,0.6604143190224915,0.9636207584024022,0.0493588442585909
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.05_seed43,unknown,0.1,43,0.05,edge-iiotset-nightly,6,15,15,6,0.45907314176036507,0.061922866911622014,0.3435165523180543,0.531095410117619,0.9521920966427536,0.05634925091547476
dsedge-iiotset-nightly_p0b1bacd1_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-nightly,krum,1.0,50,0.0,edge-iiotset-nightly,6,20,20,6,0.686465279153325,0.03603404947151044,0.6369924097944359,0.7331193528815623,0.963289143378768,0.005868142025484426
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.1_seed43,unknown,0.05,43,0.1,edge-iiotset-nightly,6,15,15,6,0.36898388597519616,0.09144160596178608,0.2627450980392157,0.5243237190906888,0.9619009083988569,0.04752106388855976
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed43,fedavg,1.0,43,0.0,edge-iiotset-full,6,15,15,6,0.6984905244072233,0.025177071049732932,0.6563740060690427,0.7256060777105289,0.9615520109599766,0.003947752931236737
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers0_mu0.0_seed51,fedavg,0.5,51,0.0,edge-iiotset-nightly,6,15,15,6,0.6057119772048791,0.0716680185387807,0.5110771338008534,0.6772663750573712,0.9514029410907405,0.02868428873677761
dsedge-iiotset-full_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed45,fedavg,1.0,45,0.0,edge-iiotset-full,6,15,15,6,0.7092714384287659,0.0322298103476546,0.6719797959255868,0.7521451825461791,0.9642985288841047,0.004712851941835031
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_pers0_mu0.05_seed44,unknown,0.2,44,0.05,edge-iiotset-nightly,6,15,15,6,0.5494765613197988,0.06487882746899575,0.46475742563324923,0.6435777586458518,0.9690857555431969,0.035570352912856394
dsedge-iiotset-nightly_comp_bulyan_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx1_seed48,bulyan,0.05,48,0.0,edge-iiotset-nightly,6,15,15,6,0.6293546328723199,0.05995946259692296,0.5384983805375784,0.6927258798338757,0.9667601973407902,0.037688544728719735
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx22_seed49,unknown,0.1,49,0.05,edge-iiotset-nightly,6,15,15,6,0.548480509308872,0.058696149784312944,0.4716864185726627,0.6334847706858959,0.9704287758560488,0.04542750684738989
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers5_mu0.0_seed48,fedavg,0.5,48,0.0,edge-iiotset-nightly,6,15,15,6,0.6303417482813917,0.10348579866645813,0.46234108952135256,0.7339184970982126,0.9662375369345457,0.019464612818598192
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.05_seed44_datasetedge-iiotset-nightly,unknown,1.0,44,0.05,edge-iiotset-nightly,6,20,20,6,0.721421488660057,0.033970870845737806,0.6828391242532416,0.7796784326197029,0.9678896225239816,0.002390093536351383
dsedge-iiotset-nightly_comp_bulyan_alpha0.05_adv0_dp0_sigma0.0_pers0_mu0.0_cf1.0_le1_idx53_seed45,bulyan,0.05,45,0.0,edge-iiotset-nightly,6,15,15,6,0.5012927628921713,0.062417631755839365,0.44206395739935683,0.5924875535596498,0.987812216173694,0.022409716218785652
dsedge-iiotset-nightly_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed46,bulyan,1.0,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6903150914857428,0.030453329154940117,0.6539600535723941,0.732917237245642,0.9651488725551265,0.0026000291058047168
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed49,fedavg,0.5,49,0.0,edge-iiotset-nightly,6,15,15,6,0.6776152114542086,0.06171511800700311,0.5893518805912665,0.7604246704758086,0.9430282953462191,0.02892564272420085
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.05_seed43,unknown,0.5,43,0.05,edge-iiotset-nightly,6,15,15,6,0.5796297407109684,0.011704618619182452,0.5628481900077258,0.5935538343722457,0.9423567874385357,0.05403903329293608
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.1_seed43,unknown,0.5,43,0.1,edge-iiotset-nightly,6,15,15,6,0.5455413213858115,0.052314929543219625,0.4505664860793087,0.5804412756534457,0.9379040084660426,0.055465995230168263
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers5_mu0.0_seed49,fedavg,0.5,49,0.0,edge-iiotset-nightly,6,15,15,6,0.6584258722000296,0.04174967527854452,0.5836576118308081,0.7107565664716246,0.9386294402675177,0.030436088004744302
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.1_seed46,unknown,1.0,46,0.1,edge-iiotset-nightly,6,15,15,6,0.5743342317844252,0.015592906138549488,0.5543905124314674,0.5915798605735642,0.9722260987059727,0.01844087606669305
dsedge-iiotset-nightly_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed46,fedavg,0.2,46,0.0,edge-iiotset-nightly,6,15,15,6,0.6075593043638791,0.06068111755669053,0.4925508901097603,0.6686055626459176,0.9618713769517133,0.03261405376768925
dsedge-iiotset-nightly_comp_fedprox_alpha0.05_adv0_dp0_pers0_mu0.1_seed44,unknown,0.05,44,0.1,edge-iiotset-nightly,6,15,15,6,0.3672739772032624,0.057127198155701636,0.29570490620490625,0.44640246595970434,0.9797469926197662,0.0220177333489553
dsedge-iiotset-nightly_p0b1bacd1_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-nightly,krum,1.0,44,0.0,edge-iiotset-nightly,6,20,20,6,0.7091569033365982,0.03592851250660404,0.6644600172299377,0.7521147328915911,0.9661106616045311,0.002051351560386717
dsedge-iiotset-nightly_p0b1bacd1_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-nightly,median,1.0,42,0.0,edge-iiotset-nightly,6,20,20,6,0.6994935271002584,0.03774958305337289,0.6457661409585385,0.7384529285407964,0.9639426567913528,0.0067381606905604595
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-nightly,fedavg,1.0,51,0.0,edge-iiotset-nightly,6,20,20,6,0.7243860691822114,0.03245476466225572,0.66858140968019,0.7502384736182098,0.9652911765316072,0.00343720656808755
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed42_datasetedge-iiotset-nightly,unknown,1.0,42,0.01,edge-iiotset-nightly,6,20,20,6,0.6967543219133333,0.03723631990188276,0.6326608074372999,0.7340465643135382,0.9662077986794568,0.0031106866042440906
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers0_mu0.0_seed46,fedavg,0.5,46,0.0,edge-iiotset-nightly,6,15,15,6,0.5880143232843189,0.08443746918986587,0.44126867540998876,0.6778454352624174,0.9595675976643738,0.02310952892220399
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx45_seed47,unknown,0.5,47,0.05,edge-iiotset-nightly,6,15,15,6,0.5701253258685889,0.05035867865960754,0.4896075744172971,0.6456594278761606,0.9704309508126867,0.03970218333385538
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.01_seed44,unknown,0.5,44,0.01,edge-iiotset-nightly,6,15,15,6,0.6697666578963054,0.05937174431546325,0.5758477243529901,0.7570128792204558,0.9725589204172412,0.031904433339167836
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed50_datasetedge-iiotset-nightly,fedavg,1.0,50,0.0,edge-iiotset-nightly,6,20,20,6,0.7207741246618143,0.02772477145785548,0.6875969369369357,0.7570175339989191,0.966162527748387,0.00467229385375949
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_pers0_mu0.1_seed44,unknown,0.1,44,0.1,edge-iiotset-nightly,6,15,15,6,0.44434949377288036,0.12782806213884168,0.32874752311244726,0.6632388486047022,0.9774961833787674,0.022824413695715685
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_pers0_mu0.05_seed44,unknown,0.5,44,0.05,edge-iiotset-nightly,6,15,15,6,0.5670089174430458,0.022323231371691447,0.534627159239052,0.5923588505717411,0.9673551066106953,0.03853492733274803
dsedge-iiotset-nightly_p0b1bacd1_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed46_datasetedge-iiotset-nightly,fedavg,1.0,46,0.0,edge-iiotset-nightly,6,20,20,6,0.7041148514172599,0.03379427032872217,0.6535191937156928,0.7504527070178393,0.9667849214746582,0.001763326848893224
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed45,fedavg,1.0,45,0.0,edge-iiotset-nightly,6,15,15,6,0.6437362710781841,0.0330102127682582,0.5907622441978567,0.6870010442781781,0.9711411066287376,0.018059899589208363
dsedge-iiotset-nightly_p0b1bacd1_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed51_datasetedge-iiotset-nightly,bulyan,1.0,51,0.0,edge-iiotset-nightly,6,20,20,6,0.7068052696304247,0.04177398959212222,0.63786832257405,0.7527667369510473,0.964119001680463,0.00405899020555505
dsedge-iiotset-nightly_p0b1bacd1_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed49_datasetedge-iiotset-nightly,median,1.0,49,0.0,edge-iiotset-nightly,6,20,20,6,0.6990640913906809,0.029899476350892032,0.658626765670976,0.7408621330536193,0.9660069293168192,0.0015094384559171052
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.1_seed44,unknown,,44,0.1,edge-iiotset-nightly,6,15,15,6,0.5811225449248019,0.0230695458986413,0.5528176028941967,0.6104976303007661,0.9575287571114156,0.008276191140454157
dsedge-iiotset-nightly_comp_fedprox_alphainf_adv0_dp0_pers0_mu0.05_seed46,unknown,,46,0.05,edge-iiotset-nightly,6,15,15,6,0.6029026659961407,0.019154981301487448,0.5667227829477659,0.6175931270803365,0.9640588015447863,0.0016142547949234618
dsedge-iiotset-nightly_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed43,krum,1.0,43,0.0,edge-iiotset-nightly,6,15,15,6,0.684533664207097,0.040597166569847555,0.6215870027687269,0.7419870937678645,0.9644429218055728,0.001797323492444317
dsedge-iiotset-full_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed42,bulyan,1.0,42,0.0,edge-iiotset-full,6,15,15,6,0.6905321286283242,0.03354036573817427,0.645685569547944,0.7294391558005456,0.9613269400136999,0.0037868079159284794
dsedge-iiotset-nightly_comp_bulyan_alpha1.0_adv0_dp0_pers0_mu0.0_seed42_datasetedge-iiotset-nightly,bulyan,1.0,42,0.0,edge-iiotset-nightly,6,20,20,6,0.700605110610493,0.04001407857158104,0.6363032531951055,0.7506289594980122,0.9658859681906897,0.0036202452531844988
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed42,fedavg,1.0,42,0.0,edge-iiotset-nightly,6,15,15,6,0.6844772211741773,0.014495825379183314,0.6622221377670268,0.6978791316624909,0.9610251757708452,0.017349203671398118
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed45_datasetedge-iiotset-nightly,unknown,1.0,45,0.01,edge-iiotset-nightly,6,20,20,6,0.6952006901155141,0.04134016663755923,0.6412284313709448,0.7580269603109767,0.965304596985175,0.00448244055083057
dsedge-iiotset-nightly_comp_fedprox_alpha0.2_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx38_seed50,unknown,0.2,50,0.05,edge-iiotset-nightly,6,15,15,6,0.5563831021582438,0.0707145725138394,0.4508396630447364,0.6451855098931365,0.9722269101028738,0.030401084020677028
dsedge-iiotset-nightly_comp_krum_alpha1.0_adv0_dp0_pers0_mu0.0_seed43_datasetedge-iiotset-nightly,krum,1.0,43,0.0,edge-iiotset-nightly,6,20,20,6,0.7002022311282935,0.030526115862089843,0.6536427556467892,0.7404178990698792,0.9662389435654666,0.002964888457584351
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.05_seed42_datasetedge-iiotset-nightly,unknown,1.0,42,0.05,edge-iiotset-nightly,6,20,20,6,0.6941485190213211,0.03912033101081912,0.6321150315906297,0.7469518809028741,0.9647855155516798,0.004654120142913095
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers5_mu0.0_seed50,fedavg,0.5,50,0.0,edge-iiotset-nightly,6,15,15,6,0.6825290066075763,0.053597429198684224,0.6048043658342189,0.7547713790922366,0.9712159786384283,0.022556581606241917
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp0_pers3_mu0.0_seed50,fedavg,0.5,50,0.0,edge-iiotset-nightly,6,15,15,6,0.6567490986053125,0.04681383833549692,0.5936062569072902,0.7044091263338763,0.970844629773398,0.024189837116534354
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers0_mu0.0_seed43,fedavg,1.0,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6628889847279287,0.02751508536935146,0.6183733280633043,0.7017793607543085,0.956838906550736,0.019107312765166768
dsedge-iiotset-nightly_comp_fedavg_alpha1.0_adv0_dp0_pers3_mu0.0_seed44,fedavg,1.0,44,0.0,edge-iiotset-nightly,12,15,15,12,0.6645734288210523,0.03367654749769167,0.6044282197789812,0.7141335820619578,0.9653876500145343,0.0015403533320592975
dsedge-iiotset-nightly_comp_fedprox_alpha0.5_adv0_dp0_sigma0.0_pers0_mu0.05_cf1.0_le1_idx47_seed49,unknown,0.5,49,0.05,edge-iiotset-nightly,6,15,15,6,0.6290504183027762,0.04163595939702371,0.5853815615499293,0.6966554495949115,0.9383267951473331,0.03069793884812093
dsedge-iiotset-nightly_comp_fedavg_alphainf_adv0_dp0_pers0_mu0.0_seed45,fedavg,,45,0.0,edge-iiotset-nightly,6,15,15,6,0.6927114343004894,0.02332775601698066,0.6609146160300967,0.7188544397092758,0.965969021220049,0.0015423061598561086
dsedge-iiotset-nightly_comp_fedprox_alpha1.0_adv0_dp0_pers0_mu0.01_seed44,unknown,1.0,44,0.01,edge-iiotset-nightly,6,15,15,6,0.6624375146411878,0.04808127680524997,0.5921108780287896,0.7112996979628444,0.9684015152637229,0.020728362911242748
dsedge-iiotset-nightly_comp_fedavg_alpha0.5_adv0_dp1_pers3_mu0.0_seed49,fedavg,0.5,49,0.0,edge-iiotset-nightly,6,15,15,6,0.6609794653391258,0.061456629666718984,0.5449336405249802,0.711413432613836,0.9402237456600662,0.030167671992596838
dsedge-iiotset-nightly_p0b1bacd1_comp_median_alpha1.0_adv0_dp0_pers0_mu0.0_seed44_datasetedge-iiotset-nightly,median,1.0,44,0.0,edge-iiotset-nightly,6,20,20,6,0.7085173694727434,0.03405198846121194,0.6601512961709161,0.7412768244657122,0.9666708159581752,0.0011263435035074323
dsedge-iiotset-nightly_comp_fedprox_alpha0.1_adv0_dp0_sigma0.0_pers0_mu0.1_cf1.0_le1_idx26_seed48,unknown,0.1,48,0.1,edge-iiotset-nightly,6,15,15,6,0.4817519698415987,0.05989236502745978,0.4044610650961895,0.5710425477191564,0.9481380949578602,0.06532486272977299
dsedge-iiotset-nightly_comp_fedavg_alpha0.2_adv0_dp0_pers0_mu0.0_seed43,fedavg,0.2,43,0.0,edge-iiotset-nightly,6,15,15,6,0.6080873508839177,0.031126722289829437,0.5718140648503491,0.6548293429387182,0.9868527099112727,0.011442837584531811
